RecordedDate,ResponseId,RecipientLastName,UserLanguage,Q4,Q4_3_TEXT,Q4R,Q5,Q6,Q6_7_TEXT,Q6R,Q7,Q7_8_TEXT,Q7R,Q8,Q8_9_TEXT,Q8GER,Q54,Q54_11_TEXT,Q8ALLR,UNILOC,CODLOC,Q9,Q9_4_TEXT,Q9R,Q10,Q10_13_TEXT,Q10R,Q11_1,Q12_1,MIDTOT,,,Q24
43891.84306,R_2QEuuAJ7j8eESji,,EN,1,,2,21,2,,2,4,,4,3,,,,,3,USA,1,"3,4",South African and Vincy (St. Vincent) ,5,13,Middle Class ,14,4,5,1,,,I recently had to move back on campus for my last semester of school due to a mix-up and inadequate paperwork caused me to have my apartment at risk. The stress of this was unbearable and I almost didn't know how my last semester was going to go. I have a roof over my head but no student should have to go through what I've been through. It did affect my health to a great deal because I was overwelmed. 
43891.91944,R_UsBbQ2napoTAoz7,,EN,1,,2,18,2,,2,2,,2,5,,,,,5,USA,1,3,,3,6,,6,4,6,2,,,I feel like my location has impacted the way i view my state. i live in a very small town so therefore i have grown up wishing to leave it. 
43891.92083,R_3oU91p1cyKDtdch,,EN,1,,2,18,2,,2,4,,4,5,,,,,5,USA,1,4,Indian ,45,"6,9",,"6,9",2,6,2,,,
43891.92222,R_SIAdpiqOfRkSypH,,EN,1,,2,18,2,,2,1,,1,5,,,,,5,USA,1,4,Polish,10,13,student,14,6,7,1,,,I feel like the older generation in my community is judgemental. 
43891.93472,R_1N98jgBIJaK3CcJ,,EN,1,,2,19,2,,2,1,,1,5,,,,,5,USA,1,4,lebanese,57,5,,5,2,3,2,,,I beleive living in low income areas could affect how I view myself.
43891.96042,R_1OZE5OPLNbPRtOu,,EN,1,,2,20,2,,2,1,,1,5,,,,,5,USA,1,2,,2,9,,9,4,5,2,,,I think living in the Ohio Valley depresses me because there is nothing to do. I think it puts a strain on my relationships because what can anyone do besides go bowling or driving around town and doing nothing. Itâ€™s just very boring and the people arenâ€™t the nicest either. 
43892.29653,R_1FhWRdGivylawbu,,EN,1,,2,20,1,,1,3,,3,5,,,,,5,USA,1,"2,3",,5,"1,9",,"1,9",5,4,3,,,
43892.39375,R_QnrqA2QnPhHD8rL,,EN,1,,1,20,2,,2,4,,4,5,,,,,5,USA,1,3,,3,"1,5",,"1,5",5,5,2,,,
43892.39722,R_3MtU5RUeVNWDHyS,,EN,1,,1,18,7,Bi-Sexual Female,8,1,,1,2,,,,,2,USA,1,4,Non-Hispanic ,20,7,,7,5,6,3,,,My location shows how hard Iâ€™ve lived and the fact that I have come from nothing. Through all the hardships and put downs from my own family Iâ€™m still here and surviving on my own 
43892.40069,R_DAEHMWN0horPV4Z,,EN,1,,1,18,1,,1,1,,1,5,,,,,5,USA,1,4,Italian,22,1,,1,6,5,2,,,
43892.40208,R_3ewudLIqssjSP6c,,EN,1,,1,20,2,,2,1,,1,4,,,,,4,USA,1,1,,1,"5,9,10",,"5,9,10",5,5,5,,,My family is in nyc but I now live in buffalo. I want to go back but I canâ€™t until I finish college. I donâ€™t want to tell my parents Bc thatâ€™s like admitting defeat. I guess Iâ€™m lying and itâ€™s snowballing. The distance is killing me. 
43892.40972,R_1Eclzy63Ug8OmvP,,EN,1,,1,21,1,,1,4,,4,5,,,,,5,USA,1,2,,2,1,,1,6,7,1,,,
43892.41528,R_3lxb9ayVfxMIUq5,,EN,1,,1,19,2,,2,2,,2,5,,,,,5,USA,1,"2,3",,5,"1,3,5,6",,"1,3,5,6",5,4,5,,,'-Seasonal depression is very prevalent here in Buffalo.  The lack of sunlight and the long winter season really takes a toll on ones mental health. 
43892.41806,R_3oN3OwC0ujm1OmH,,EN,1,,1,18,2,,2,4,,4,4,,,,,4,USA,1,1,,1,,,14,4,4,1,,,"My location is a place where there is constantly people selling illegal drugs to one another and there is always chaos in my area. However, this just makes me become more aware of my surroundings and try to care for my safely of me and my family more often."
43892.42986,R_2P07wlltwKVyuhr,,EN,1,,1,18,1,,1,4,,4,2,,,,,2,USA,1,1,,1,3,,3,5,7,2,,,I am originally from New York City but being here in Buffalo is a lot different. The weather for example is one of the main things that I had to adapt to quickly. Being that it snows a lot too I donâ€™t go out much so I kind of just have the same friends. I donâ€™t interact with people that much. 
43892.43472,R_2ymFIQwiFxENkXd,,EN,1,,1,18,1,,1,1,,1,"2,4",,,,,3,USA,1,1,,1,5,,5,5,5,3,,,My location impacts me because I like to feel safe and secure where I'm at sometimes and I do my best to try and cope with stress and make use of my location 
43892.43472,R_Dv1vyqcyOXw7SrD,,EN,1,,1,20,7,Male,9,1,,1,2,,,,,2,USA,1,4,Haitian,58,13,Middle high class,14,6,5,2,,,My location impacts how long i stay out and how much time i spend indoors alone. it also impacts the places i go for when i want to get food or have fun
43892.44236,R_2rH0wOOmpZV8eru,,EN,1,,1,24,1,,1,1,,1,5,,,,,5,USA,1,2,,2,"2,8,9",,"2,8,9",5,4,4,,,"My situation is definitely geographically-related, though it's complicated since I moved across the country about 2 years ago. I was originally living in a very conservative state in a community that shared my religious views, but was not supportive of queer identities. That was really challenging for me because there was no social support for me in my queer development, and that didn't change until I moved to where I am now. In my current location, I'm experiencing the opposite -- my queer identity is (usually) affirmed, but as I've grappled with how my religious identity intersects with that, I've found little support. People don't understand the tension as well as I would like them to, and I've had to wrestle with the tension pretty much alone. Now I'm in a place where I'm rejecting in my religious identity -- an experience with nuances that others don't seem to understand either. 

Because I spend most of my time in a big city, I feel safe because I'm just one of millions, but that also feels really isolating and erasing. I've struggled a lot more to understand who I am and who I want to be in such a context, because the tight-knit community I grew up in formed my identity even though it ultimately pushed me away. "
43892.46042,R_1igpmJiFZhJ7ZoT,,EN,1,,1,22,1,,1,4,,4,5,,,,,5,USA,1,4,Italian,22,5,,5,5,6,1,,,"I live in Kenmore, a very nice and safe community where I can enjoy life without much worry about crime or my own safety. There are no negative impacts to where I live."
43892.46597,R_1mjZ4OILZQvQcmD,,EN,1,,1,30,2,,2,4,,4,"1,7",,,,,3,USA,1,,,18,10,,10,5,4,2,,,
43892.46597,R_vMN29g6fwviCB1f,,EN,1,,1,20,1,,1,1,,1,5,,,,,5,USA,1,4,Italian,22,"5,6",,"5,6",6,3,3,,,"I've lived in Buffalo all my life and I went to Buffalo State and got a job near where I live, everything is within walking distance and things are okay but I wouldn't say I regret staying in one place but I also would love it if my degree takes me around the world."
43892.46736,R_Qb4umvgLzqIHtHH,,EN,1,,1,30,2,,2,4,,4,5,,,,,5,USA,1,3,,3,"3,13",Living with a chronic illness,"3,25",5,7,2,,,
43892.47361,R_2TEIhF7dBsZwMPp,,EN,1,,1,18,2,,2,4,,4,7,,,,,7,USA,1,4,Middle Eastern,49,8,,8,7,6,2,,,
43892.49792,R_2BzdklJ6H18rlz4,,EN,1,,1,28,2,,2,1,,1,4,,,,,4,USA,1,1,,1,12,,12,5,5,3,,,I feel safe as a gem presenting bisexual woman immigrant because most my interactions are with safe people at work (other mental health professionals). But this might be different outside of this particular bubble Iâ€™m in 
43892.50278,R_3J2etVAnpTKx0cf,,EN,1,,1,18,2,,2,5,,5,5,,,,,5,USA,1,4,Italian,22,"3,9",,"3,9",4,5,3,,,
43892.51181,R_1ooQnIZUU045oq4,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,4,,4,13,,13,6,7,1,,,"The location I live at can sometimes impact my safety due to the neighborhood being dangerous sometimes , I have to be more aware of my surroundings. "
43892.51458,R_QfszIuchRloYSfT,,EN,1,,1,22,2,,2,4,,4,"2,4",,,,,3,USA,1,1,,1,8,,8,5,4,2,,,
43892.57986,R_2312hBBQj8VbZnV,,EN,1,,1,18,2,,2,1,,1,2,,,,,2,USA,1,4,Black,17,3,,3,4,6,3,,,"Buffalo state gives me a sense of home because of the fact that alot of people that go here are from the same area as me and the same city as me. I feel like i fit it but only sometimes, due to the fact that spring semester is my first semester and my very first time being in college ever (not a transfer student). The fact that the campus is open kind of worries me sometimes because of the easy access everyone has to be able to just walk onto campus and into buildings. But I understand that its an open campus because thereâ€™s resources here that can be used not only to students but to outsiders of campus too."
43892.59931,R_ut9nG4u9G5uGv4d,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,4,,4,13,,13,6,7,1,,,"I am in a new environment because I am a freshman in college. I moved around a lot as a child so going to college was not something that was considered new to me. I adjusted easily and I am making my experience the best that I possibly can. Where I am located for school, the crime rate is a lot higher than my hometown so it has definitely shifted the way that I think and the way that I handle myself. It doesn't scare me necessarily but I think it's really preparing me for life on my own after college and really taking care of myself."
43892.60833,R_1Kx7FFLKFT9ZS0O,,EN,1,,1,19,2,,2,5,,5,"4,5",,,,,3,USA,1,1,,1,13,anorexic,24,6,6,3,,,"My location keeps my somewhat distant from my peers due to far proximity from them, butI can still contact them and meet up sometimes. It is very safe."
43892.61319,R_23UdW4L31dyXJEJ,,EN,1,,1,20,1,,1,6,,6,2,,,,,2,USA,1,4,African American,17,,,14,6,6,2,,,"My location impacts me is all good (safety, health, relationship)"
43892.64306,R_2AFpg9zqtSJeNzK,,EN,1,,1,18,2,,2,2,,2,5,,,,,5,USA,1,3,,3,,,14,4,6,1,,,It was hard to be gay where I grew up because it was some what fetishized by the male population and most of the girls were straight.
43892.69167,R_2tFpMq12KhV0eXZ,,EN,1,,1,22,1,,1,4,,4,"1,3,4",,,,,3,USA,1,"1,7",,5,9,,9,6,6,2,,,"The general area in which reside is relatively poor. The area is sometimes unsafe, and keeps me a little vigilant.   "
43892.80972,R_1gGUDTc6QjmnK69,,EN,1,,1,20,2,,2,4,,4,5,,,,,5,USA,1,3,,3,"3,9",,"3,9",6,7,2,,,
43892.83542,R_YPK62Jj8aMKUJFL,,EN,1,,1,19,1,,1,4,,4,2,,,,,2,USA,1,4,,4,1,,1,4,5,2,,,i think its good because it really makes you sit back and reflect on life.
43892.94236,R_10CLTgRh26NzSQM,,EN,1,,1,18,1,,1,4,,4,1,,,,,1,USA,1,4,Bangladeshi,59,"1,9,10,12",,"1,9,10,12",4,6,5,,,"The weather is Buffalo, NY is always shifting and never in a good way. It prevents me from going outside and hanging out with my friends. As an Asian-American, I have to deal with the amount of authority that is used on me by my parents. They still tell me what to do while I am still eighteen however I am aware that some authority is good, too much never helps. It is always a pain to ever go out and come into the house without being suspected and interrogated as if I committed a crime because they think Buffalo and it's teenagers will destroy with it's drug problems and crime. This place has frustrated me way too much and I cannot wait to move out."
43893.01111,R_1i5u6QPavqfrwWM,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,2,,2,3,,3,6,7,1,,,My location is where all of my family is so it makes me feel safe and at home. It is open and airy with lots of fields and trees. There are neighborhoods all over and itâ€™s a very tight community which is wonderful to have and makes a person feel connected and loved.
43893.06389,R_2PBxGn6s6QqBd3v,,EN,1,,1,18,2,,2,1,,1,4,,,,,4,USA,1,1,,1,"1,3",,"1,3",5,6,4,,,"Being in Carbondale is really boring. I feel as if I am trapped most of the time because of the fact that there is usually nothing to do. However, when my friends allow me to use their cars I drive to Giant City State Park and hike for a couple of hours. To add to the feeling of being trapped it affects my interpersonal relationships because it induces depressive episodes. 




thank you for coming to my TED Talk."
43893.24931,R_3NOipJvbCJK16GP,,EN,1,,1,18,2,,2,4,,4,5,,,,,5,USA,1,"2,3",,5,"1,9",,"1,9",6,5,2,,,"I feel like I'm trapped here and sometimes I believe I'll never be able to move away from the area. When looking for relationships, the area makes it hard because either no one had heard of North Tonawanda or they live incredibly far away. It's always a struggle. "
43893.41458,R_2Vkjc7rSKrQr6bH,,EN,1,,1,26,2,,2,4,,4,1,,,,,1,USA,1,4,asian,60,13,student,14,6,6,1,,,I feel almost safe at my location. however I don't spend much of my time walking outside. People are friendly and approachable. 
43893.43056,R_3EsdAWgeDUu3GzC,,EN,1,,1,20,7,,7,2,,2,2,,,,,2,USA,1,4,,4,13,,13,6,7,2,,,My location affects some relationships that I have with friends and family.
43893.43819,R_sw1mw9tE9q7yd7H,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,2,,2,1,,1,5,6,1,,,"My area is not the safest.  There has been break ins and my town is a known drug town, even though I've never done any type of drug, I feel like I can trust people because they might come to my home and see my valuables and steal them later for drugs which can make it difficult to get close with friends."
43893.44583,R_40ZcVdH2mNEuqtj,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,"2,3,4",Italian,5,3,,3,7,7,1,,,"I think my location helps to provide me with multiple resources and an abundance of safety.
"
43893.45139,R_11dYCjllAgAA1X3,,EN,1,,1,21,2,,2,4,,4,5,,,,,5,USA,1,1,,1,3,,3,6,7,1,,,"My relationship with my family and partner are the main reason my life satisfaction is as high as it is. They help me emotionally, physically, and financially. I like having them to depend on but I feel like my life conditions would be much worse without them because I am not a strong individual on my own."
43893.475,R_1OV1iqxZz35Sghz,,EN,1,,1,18,7,Female ,8,1,,1,2,,,,,2,USA,1,4,Black,17,3,,3,3,1,3,,,Being in buffalo makes me very depressed and angry. I donâ€™t feel like myself 
43893.48194,R_3Ok3FaPWH3s1lUm,,EN,1,,1,18,7,Female ,8,4,,4,2,,,,,2,USA,1,4,African ,17,3,,3,5,4,2,,,My location keeps me from doing things I would like to do. 
43893.49236,R_10DImMaFOuWArev,,EN,1,,1,19,1,,1,4,,4,2,,,,,2,USA,1,"1,7",,5,"3,9",,"3,9",5,4,3,,,
43893.5,R_2CfVDT34jzoTLct,,EN,1,,1,19,7,woman,8,1,,1,5,,,,,5,USA,1,4,italian ,22,"1,3,6,9",,"1,3,6,9",3,3,5,,,"Where I live in New York City is fastly becoming gentrified by the second. Furthermore, I believe I am the way I am because, of how strong my mother is. She shows us tough love to make us stronger. Although sometimes I wish I could speak to my mother more. Whenever we argue she always calls me a moron or says really demeaning things to me. When I'm sad she calls me a cry baby and makes fun of me. Her mother didn't really show her compassionate love when she was little. Which I believe led her into settling for my father, she got pregnant and he's cheated on her, even has a baby with another woman. She stayed with him for the kids. He's the worst partner, she is forced to do everything, other than working. My father has never touched the stove in his life. My father has never been to one of my report card nights in school growing up. I often feel like he's very unhappy too, he came to America with nothing and is forced to stay here because of legal issues. He didn't see his father before he passed away and his mother is fading away currently. He's stuck here and my mother is stuck too. I know they love me deep down, but childhood trauma has affected their relationships with me.I love them to the moon and back and wish I can be the first to graduate college in my family."
43893.52361,R_2BhC0ysaJ25e40O,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,4,,4,13,,13,5,6,1,,,"Living in buffalo, there alot of people and if you ever need someone they are there for you"
43893.53681,R_1gUYFOpPTk1x8cN,,EN,1,,1,18,1,,1,4,,4,"5,8",,,,,3,USA,1,4,,4,3,,3,7,7,2,,,"Being in a city, it helps me open new friendships."
43893.58819,R_2xJ0Gv5AxqJ2SRE,,EN,1,,1,18,2,,2,1,,1,2,,,,,2,USA,1,4,Trinidadian ,61,3,,3,3,4,3,,,
43893.64514,R_1Ov6cLxTJDNRE1S,,EN,1,,1,32,6,,6,7,,7,"1,5",,,,,3,USA,1,"2,4",Welsh,19,"1,5,6,8",,"1,5,6,8",4,4,7,,,"I live in a â€œbadâ€ neighborhood, or a poor one at least, and there are a lot of things about living here alone that make me feel anxious and unsafe. The health care accessible to me in this part of the country is minimal and mental health is not taken seriously or is approached from the perspective to of conservative and religious perspectives which immediately trouble my identities and see them as problematic "
43893.65,R_3HH1H2N0uY1dX8X,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,2,,2,5,,5,5,2,1,,,
43893.71458,R_cAU1aUpyRHfEQxj,,EN,1,,1,22,7,Female,8,8,none of the above ,8,5,,,,,5,USA,1,4,White ,20,3,,3,6,6,1,,,
43893.71528,R_vTglL4uz5XLMiGJ,,EN,1,,1,20,5,,5,4,,4,2,,,,,2,USA,1,4,,4,5,,5,4,2,3,,,This was a great opportunity to self reflect on things I need to work on 
43894.52361,R_1lhjKubjDxw30UD,,EN,1,,1,20,2,,2,4,,4,5,,,,,5,USA,1,3,,3,9,,9,6,5,1,,,well there is nothing to do around here so when you feel sad and depressed there is not a place you can go that makes you happy or relieves stress. 
43894.525,R_2eXWz0Eqbx7j9Eg,,EN,1,,1,20,2,,2,1,,1,5,,,,,5,USA,1,4,American ,6,"1,9",,"1,9",5,4,3,,,"Everyone is married by 25, everyone is racist and misogynistic, and everyone is in poverty and on drugs."
43894.58403,R_3dLH5NAYLrZJbkR,,EN,1,,1,20,2,,2,2,,2,2,,,,,2,USA,1,,,18,,,14,5,7,2,,,My location does not have a major impact on my safety and relationships.
43894.61181,R_2bItcPVYQe2QfgB,,EN,1,,1,18,2,,2,4,,4,2,,,,,2,USA,1,4,,4,3,,3,5,7,2,,,"I feel like my location open up my safety, health and relationships in a positive way. Carbondale is very peaceful and calm most of the time and the people here or at least on campus are nice people "
43894.67569,R_D6GS6MHTb6rzGrD,,EN,1,,1,36,2,,2,4,,4,5,,,,,5,USA,1,2,,2,1,,1,6,6,1,,,"My geographical location effects mine and my children's health, as we do live in the Ohio Valley area with lots of pollution. "
43894.89444,R_xbVNCc2LZch0kIF,,EN,1,,1,40,1,,1,4,,4,"5,8",,,,,3,USA,1,"1,2",,5,"1,2,3,5,6",,"1,2,3,5,6",4,3,6,,,It doesn't really impact me. I wish my kids were growing up in a better place.
43894.89722,R_1litdIYjnCnYHSx,,EN,1,,1,22,2,,2,4,,4,5,,,,,5,USA,1,"2,4",Italian ,5,"6,9",,"6,9",5,6,2,,,My location keeps me close to anything I need. Im close enough to the city and all suburban areas. 
43894.95556,R_1juOmirDq6eSFh1,,EN,1,,1,20,2,,2,6,,6,5,,,,,5,USA,1,4,Croatian ,12,9,,9,5,7,2,,,"Chester WV and Hancock County in general has just been really bad for my mental health. From the little help of Oak Glen Middle and High School which I switched to an online school, to the environment of the area itself. Since I moved to Pittsburgh recently for college I have been doing so much better. "
43894.99236,R_0Nd0gyxeoRCSEMx,,EN,1,,1,19,2,,2,1,,1,5,,,,,5,USA,1,"2,3",,5,9,,9,5,6,2,,,
43895.36667,R_3ncQqtlMW3aZDuE,,EN,1,,1,20,2,,2,5,,5,5,,,,,5,USA,1,4,White,20,"1,5,9",,"1,5,9",4,3,4,,,I hope this helped you!
43895.37014,R_2ahR8bPTZSiyZdh,,EN,1,,1,20,1,,1,4,,4,"2,5",,,,,3,USA,1,4,Black,17,1,,1,7,7,2,,,"Iâ€™m a college student. Stress is part of the life, but others have gone through it. If I donâ€™t work toward my goal, it wonâ€™t come. Nothing and no one can take away my drive to be successful "
43895.44306,R_2R7YNce7rYIY1bm,,EN,1,,1,18,2,,2,4,,4,1,,,,,1,USA,1,4,Bengali,62,,,14,6,7,1,,,
43895.46806,R_SCfayCb6VgJUpvX,,EN,1,,1,18,2,,2,6,,6,"5,8",,,,,3,USA,1,4,"scottish , native american, ",5,"1,2,5,6,8,9,13","employeed, student","1,2,5,6,8,9,0",6,5,8,,,"I live in a bad area, its an area full of aggravation and hate, once i left to come to college my symptoms arent as bad as they were when i was down home. It can cause you to feel like you cant do anything cause the nearest place to work that will hire more then 2 people is an hour away so its hard to leave and people are so 2 faced they say they help you but they dont. Its a place you need to escape from."
43895.64722,R_XBXeZ1RyCn4KBe9,,EN,1,,1,33,5,,5,7,,7,5,,,,,5,USA,1,4,None,18,8,,8,5,5,3,,,
43895.69861,R_2aWXKCmLkIY2BEm,,EN,1,,1,21,1,,1,4,,4,5,,,,,5,USA,1,4,,4,3,,3,4,3,1,,,
43895.70694,R_3R8I8GzdI8Q34H9,,EN,1,,1,21,2,,2,4,,4,5,,,,,5,USA,1,4,,4,"5,13",,"5,0",3,4,1,,,
43895.71597,R_3eqejcFxl7CeUYV,,EN,1,,1,19,2,,2,1,,1,5,,,,,5,USA,1,4,,4,9,,9,3,6,2,,,West Virginia is generally not a good state and it kinda sucks to live here. the state could definitely use some improvement. 
43895.80903,R_87YSmrO413f8FGh,,EN,1,,1,19,1,,1,4,,4,5,,,,,5,USA,1,2,,2,1,,1,6,6,1,,,I live in a very small town. It doesnâ€™t really impact how I live though. 
43896.64722,R_1laGWF2RpqoQfhm,,EN,1,,1,19,2,,2,4,,4,5,,,,,5,USA,1,"2,3,4",African American ,5,4,,4,4,5,1,,,"Iâ€™m not really sure what exactly this means. If its about my home life or just my general area where I live. My home life absolutely sucks. For example my mom is rude to me a lot of the time and as soon as I try to protect myself and my feelings she says that Iâ€™m getting an attitude with her and that I need to grow up. I have a slow processing center. This means someone can get something as soon as someone says it but it takes me a couple moments to think about it process it and come up with an answer or a reply. My mom knows this and likes to use it against me. Knowing this my boyfriend tried to stand up for me a couple days ago and to put things in a nice way all hell broke lose. My mom told me that I make her feel worthless. I replied that she makes me feel the same way. She wasnâ€™t having that. He reply was that she gave up something very dear to her that she loved to have me (she was a respiratory therapist). She makes me feel guilty for being born. When I was a senior in high school I was diagnosed with depression and anxiety (my anxiety is absolutely terrible sometimes I canâ€™t leave my house). My mom feels like I cheated the test and that I am a brat who just wants attention. Iâ€™ve never been able to get help and I feel the past few weeks have been a whole new worse for me. A couple weeks went by after I was diagnosed and suddenly my mom had super bad depression and anxiety. She blamed me for it. When I talk about moving in with my boyfriend my parents will not talk about it. They say Iâ€™m too young to talk about that (I am 19 and will be 20 in July). Iâ€™m 19 years old and my parents still control my every movement. ( I have to ask to go out I have to be in bed by 10 every night Iâ€™m not allowed to be alone with my boyfriend I am forced to go to church and they are upset that I donâ€™t want to become catholic) Me being afraid to make them upset Iâ€™ve always let them fo whatever, but now that Iâ€™m older I see it more. Iâ€™m just afraid to make them upset. Not sure if thatâ€™s what you meant but I needed to get that off my chest. "
43896.85625,R_1I3H0EUSfEDYOF4,,EN,1,,1,26,2,,2,1,,1,"4,5",,,,,3,USA,1,1,,1,13,N/A,14,5,6,2,,,"Being in an isolated location away from the lower 48 provides itâ€™s own challenges in regards to cost of living, access to health care, general amenities, access to food/supplies. Safety can sometimes be  challenging based on weather conditions and access to daylight. Access to mental health care is sparse.  "
43896.85903,R_bBCzWTY6qoJL1PX,,EN,1,,1,19,2,,2,7,,7,5,,,,,5,USA,1,4,,4,"6,7",,"6,7",4,3,3,,,"I am 3 hours away from ""home"" even though I dont really have a home there anymore. I dont really have any family. My upbringing was not ideal but It made me who I am today and I love the person I've become."
43896.87639,R_2dhiNBsQknRlVKF,,EN,1,,1,18,2,,2,2,,2,"2,5",,,,,3,USA,1,4,European/African,5,13,None ,14,6,7,2,,,"My location I feel positively effects my life, the people who surround me are usually accepting of who I am. The only people that really aren't accepting are usually old white people who show up at my work who are racist and don't want me to cash them out."
43897.07361,R_1rGjLfT0fbP1qd4,,EN,1,,1,60,2,,2,4,,4,5,,,,,5,USA,1,2,,2,"1,8,9",,"1,8,9",4,6,3,,,None
43897.25347,R_xzq1M5dvC1JIrjr,,EN,3,Nigeria,22,20,2,,2,8,Straight ,8,9,Igbo,,,,2,NIGERIA,2,4,Igbo,47,"2,6,7,8",,"2,6,7,8",4,5,4,,,"With the rate of pre marital pregnancy in my location, I'm inspired to always maintain a healthy relationship and healthy sexual life."
43897.42847,R_2xQyN1KPPVYmFSG,,EN,1,,1,37,2,,2,2,,2,5,,,,,5,USA,1,3,,3,5,,5,5,2,2,,,Being in the LGBT community actually provides me with more support than I would find in the hereto community.
43897.87361,R_1LC3TCBdTn5xKS9,,EN,1,,1,42,1,,1,3,,3,5,,,,,5,USA,1,2,,2,1,,1,4,5,2,,,I used to be excited by living in the area that i do. But with lifes changes and qith more time i feel like it has limited me greatly.
43897.97014,R_3JDVRvrdlmAuxwH,,EN,1,,1,18,2,,2,1,,1,5,,,,,5,USA,1,2,,2,3,,3,7,7,2,,,"I am extremely grateful for the location/environment I live in and have been raised in. Doctors have always been at my fingers and my parents have never hesitated to take me to the doctor if I wasn't feeling well. The area I live in is also extremely safe and I don't have to worry about people putting my safety at risk. Finally, I live about five minutes away from my fathers side of the family which has made me very close with that side of my family and can always go to their home in a case of emergency."
43898.37153,R_1gO84BpnGal29ry,,EN,3,Nigeria ,22,21,1,,1,8,,8,"2,8,9",,,,,3,NIGERIA,2,4,,4,"1,12",,"1,12",5,5,3,,,"My location is favourable and peaceful too 
Encourages peaceful coexistence. People here are sociable and cool to be with 
"
43898.42986,R_2aQy0obiO0qLNm8,,EN,1,,1,22,5,,5,2,,2,5,,,,,5,USA,1,,,18,9,,9,6,5,3,,,"SLC is pretty alright, but thereâ€™s a lot of religious baggage for people and a lot of interference from the church in creating non discrimination laws. But the lgbtq community is quite strong and has good resources like the pride center. But that really doesnâ€™t help a lot outside of the capitol city. "
43898.79097,R_2rSMiyFrlK6KYcV,,EN,1,,1,52,3,,3,1,,1,4,,,,,4,USA,1,1,,1,6,,6,4,5,4,,,"In my community, since Iâ€™m so out for being trans,  Iâ€™m supported on a grand scale. But intimately, I donâ€™t feel like I have that support except from a few people. Itâ€™s a lonely feeling. "
43899.00347,R_1f9o8VojYlPPY25,,EN,1,,1,19,1,,1,4,,4,5,,,,,5,USA,1,2,,2,5,,5,4,4,1,,,The ohio valley is a place to have kids thats it. We have nothing to do around here.
43899.30278,R_3q7i8mY1bu7xlkU,,EN,3,United States ,1,33,7,Male,9,4,,4,5,,,,,5,USA,1,2,,2,2,,2,7,7,1,,,Small town away from everything. This helps me relax
43899.39722,R_2UVBWo5p0VJd400,,EN,1,,1,30,2,,2,4,,4,5,,,,,5,USA,1,2,,2,1,,1,5,7,1,,,
43899.49097,R_4SI75mxmGwomtUt,,EN,1,,1,21,2,,2,4,,4,5,,,,,5,USA,1,4,Italian ,22,1,,1,6,5,1,,,
43899.50972,R_3n8fAAX8LTbK65U,,EN,1,,1,20,2,,2,1,,1,,,,,,20,USA,1,,,18,"5,12",,"5,12",4,5,3,,,
43899.55,R_3GAEUm5gq7FTPC5,,EN,1,,1,19,7,A Man,9,4,,4,5,,,,,5,USA,1,4,White,20,1,,1,5,6,1,,,I moved out of state for college and it was a god decision because i can experience life without running into to many fake people from my past
43899.59236,R_XYaMMwoPWvS7yj7,,EN,1,,1,43,2,,2,1,,1,5,,,,,5,USA,1,"3,4",Scottish,39,"5,8,13",depression/anxiety,"5,8,17",4,4,4,,,
43899.79167,R_3qNEeLhrEPpt2xa,,EN,1,,1,29,2,,2,4,,4,4,,,,,4,USA,1,1,,1,1,,1,6,5,2,,,
43900.45069,R_SN7e24362oY4WPf,,EN,1,,1,34,1,,1,3,,3,5,,,,,5,USA,1,"2,3",,5,"1,5",,"1,5",6,6,3,,,"I live in a community with multiple health providers for medical needs. However behavior health providers only operate during work hours, which limits my access. "
43900.61736,R_1FKQy4go6Pu7OOZ,,EN,1,,1,21,2,,2,2,,2,"5,8",,,,,3,USA,1,4,Scottish and Muskogee Indian ,5,3,,3,5,5,3,,,
43900.62986,R_wSR31r1aBwP2a7T,,EN,1,,1,24,2,,2,4,,4,4,,,,,4,USA,1,1,,1,"1,5",,"1,5",4,3,3,,,"While taking this test, I reflected on how I am one of the fortunate ones from within my family and community. I have two B.A.'s and working on my Masters. When I answered the question about having access to support (professional and personal), I knew that I represented a small percentage from my identity/zip code that has this access/privilege. 

In addition, I live in a fixed-income apartment. Due to this, I can afford to focus on education because I split a $670 rent which is do-able on part-time wages. I am also fortunate that no one in my family has a disability or severe illness. My household is one hospital trip away from being in serious debt. We live paycheck to paycheck. 

I very recently accepted a decent salary paying job with great job security. I was fortunate that I was able to dedicate myself to my education and professional development to land me this opportunity. Some of the other students I went to high school with that pursued a bachelors were not as lucky. Mental illness, physical illnesses, family priorities or deaths, and lack of general support are why i'm one of a few from my HS graduating class that made it this far. By no means am I any smarter or qualified than they are, i'm just fortunate. 

Tip: look up stats regarding education in zip code 93306/93305. Very low-income, low graduation rates, and schools severely underfunded. No or little access to mental health or general health resources. East Bakersfield, and Southeast Bakersfield are the communities I grew up in/I am referring to in my comments."
