id,language,country_code,age,gender_code,sex_orient_code,race_code,minority_code,qual_life,resources,qual
R_3rML8qL2tXSu7wQ,EN,United States,18,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,7,This is fine.
R_z9kxAYUS09QWEDf,EN,Canada,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,I live in toronto where there is everything and anything you could think of and I could get there for 2$ on the TTC. it makes everything I need very convienient
R_3dMuoOXTtA2AhAk,EN,Canada,18,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,i think that my location does not impact my life too much
R_DNKNQdNLno9d6Vz,EN,Canada,18,No Response (Left Blank),Heterosexual,White/European,Self-ID with No Write In,6,5,"i live in a small town with lots of nature, which helps me calm down when i am stressed"
R_3L7LnKACywaDTgv,EN,Canada,19,Cisgender Woman,Heterosexual,White/European,Self-ID with No Write In,7,7,I live in a very wealthy neighborhood. I have always had access to anything and everything I needed as a child. I never felt unsafe walking to the local town or biking to my workplace. I do feel isolated from my peers as i live very far from my current school. This strains my relationships with friends as i have to rely on calling and facetime when i need someone to talk to. However living at home strains my relationship with my parents as we have very different lifestyles. I have never worried about not having access to health care services.
R_38WfuqDGzTlUKdz,EN,Canada,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,my location definitely helps as it is a very progressive minded place.
R_1onA35tvArg0SLM,EN,Canada,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,The area I live in is very busy and loud all the time so it becomes background noise for me. It did make it harder to hang out with friends due to it being unsafe to cross the road alone before they put in more stop signs and traffic lights
R_2wvHzuRjsbZWNsU,EN,United States,20,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"I grew up in a secure neighborhood, so Iâ€™ve never had to worry about my safety regarding location. Iâ€™ve had a healthy relationship with my parents and they have provided almost all of my families needs (financially, physically, and emotionally). Living in a rural conservative area could impose difficulties if I identified differently regarding my sexual orientation or gender, however, sense I identify with the societal norms I have not personally run into any problems in that aspect."
R_3EgUUbipgp88sbG,EN,Canada,18,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,theres not much to do
R_yJ6rhNB2GzQ5AaZ,EN,United States,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,I feel that growing up where I have has helped to shape me into who I am today.
R_12KgyyEb3Kr4vlh,EN,United States,18,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,I'm very happy with were I've grown up and how my family has raised me up to this point of my life.
R_1Ksi2EGTmLkx90L,EN,United States,20,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,6,I feel that the location I grew up in has helped me in overcoming my issues because I do not come from a wealthy city or town but a place that has to work for what they want to achieve.
R_D7z1i6ewWZaEYy5,EN,United States,18,Cisgender Man,Heterosexual,White/European,Self-ID with No Write In,7,7,I have really nothing to say about my location its a small town
R_33dMKOnGSh1dG77,EN,Canada,18,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"I live in a safe area, with plenty of access to healthcare, relationships are openly talked about so I am not really negatively impacted in any way."
R_1jBzZ3Z0rEOh9Nn,EN,United States,19,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,6,I believe I live in a great location where I feel very safe.
R_1q7zSoej1PWlzpj,EN,United States,19,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,7,yuh
R_Ad4PfNzlwf2vE09,EN,United States,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,7,"My location makes me a bit more self conscious about my personal life such as social status and financial status even though me and my family are in good standing, we live in a predominantly upper class area and it can make me feel self conscious however, going into college it was the complete opposite experience."
R_2DOKc7wVmBvgMoW,EN,United States,21,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,6,"When I am in Merced my relationship with my boyfriend is more affectionate rather than at home where we live with our families, but at home family is easier to be close with. Also, at home I feel more safe rather than in Merced sometimes it can be a little iffy."
R_1LbcV7Va5EjNYIa,EN,United States,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,My location sometimes makes me feel very isolated. We are not a very diverse state and I feel exposed to more when traveling.
R_2qyhl1XOCulA02d,EN,United States,20,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,I was fortunate enough to grow up somewhere where I di not have to worry aboutt much but gaining an education and creating relations.
R_2A1rma8DlYUtUQx,EN,United States,20,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,6,I feel grateful to live in a location where education is important and I can go around safely for the most part.
R_b2BtrUnL4eMbWO5,EN,United States,20,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,I am grateful to have grew up in a location where I am provided with opportunities.
R_2D0sQXpQV6wBOUI,EN,United States,20,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"My location doesn't isolate me from other people, yet I still have my own space when I feel like being alone."
R_2aQOwm6G74IWC6R,EN,United States,19,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"My location, being in an extremely safe, suburban town has impacted me positively. I do not feel my safety is ever threatened. My community has a very good education system, as well as many local healthcare resources."
R_2EGdlviyGOHIHJK,EN,United States,20,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,My location allows for me to see many people that I have a close relationship with.
R_cvkyyvL4yuV7okx,EN,Italy,22,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"Here in Italy health services are free, and they work; Italy is a very safe coutry; people here is quite openminded and willing to support each other, at least people i know"
R_BGmCVeeXlO4jcl3,EN,United States,19,Cisgender Man,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,Always safe and surrounded by good resources
R_qCKB6VxbtWqg9zP,EN,Nigeria,25,Male/Man,Heterosexual,Black/African,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,2,"My current location is secured and in terms of health condition, I'm OK too. Good  Relationship is a core value in my tradition that's respected."
R_28YtRtNUU8mO6O1,DE,Germany,21,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,6,"I generally feel uncomfortable in Aachen. I wouldn&#39;t call my fellow students there as close friends either, but rather as nice acquaintances, with whom, with perhaps one exception, I won&#39;t have anything to do with in 5-10 years."
R_OePLtw1iD9gDcwp,DE,Austria,28,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,5,Sure country school
R_30dUWaVO5QpcvpE,DE,Germany,57,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"I live in a small village near Greifswald. Peace, fresh air, enough space and a garden. Perfect! I have my family and that&#39;s enough for me. 8 siblings including partners, children and grandchildren. My wife&#39;s family, my own children and grandchildren. I am adequately provided with relationships. I feel safe and secure. I am also healthy. The Corona crisis is currently causing uncertainty, but hopefully that will pass in a few weeks. Otherwise I don&#39;t care where I live. I have no contact with neighbors. The closest is 200 meters away. Enough space not to get in each other&#39;s way."
R_1jJMrB448mAAngn,DE,Germany,23,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"The proximity to the university, which pays great attention to gender-equitable language and behavior, had a positive influence on my handling of the topic"
R_3Mz0cDPMpYXDnwl,DE,Germany,23,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"My place of residence influences me in the way that I can be free, geographically but also as a person. I can go anywhere without limits, I can develop freely, I can enjoy nature. I can ride my bike alone at three o&#39;clock in the morning without fear. My place of residence allows me to have many relationships and to be healthy. Mentally, because I can go to the sea or the forest, geographically, because I can see a doctor when I&#39;m sick. My place of residence is part of my identity and often makes me feel good."
R_z70MceS9jhOIJMZ,DE,Germany,24,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"In my place of residence there is everything I need to live (supermarkets, drugstores, clothing / book stores, ...). There is also a relatively high standard of living where I live. Health care is also guaranteed (pharmacies, specialists, ...). General practitioners have no capacity to admit new patients. That is problematic."
R_xredE9yeZDAxzyh,DE,Germany,27,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"Place of residence is worth living, connects me with friends and family, makes me happy."
R_2dLuTCQfw17lJow,DE,Germany,19,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,"I grew up in the country, a family home on a play street. I would put everyone in the estate into the upper middle class. In addition, there is a nearby forest and I have never lacked exercise and fresh air. I get a lot of support from my family and friends."
R_3mmhlXgsFmvXj8N,DE,Germany,24,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"My place of residence means that I have access to all doctors / hospitals / .. at all times. That&#39;s why I never feel scared. Since my family and my boyfriend and my friends all live in a very small radius (about 2 km radius), I am very happy and I think that contributes a lot to my well-being. I think it&#39;s not about the city of Saarbrücken per se, but that I live in Germany (= safe, good care) and close to my loved ones :)"
R_3j8zEbN55Xyez1H,DE,Germany,26,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,6,I feel pretty safe where I live. I am glad to have a beautiful park close by and to be able to enjoy the sun undisturbed. Unfortunately we have neither a garden nor a balcony in our apartment. We have many shops and doctors in our vicinity and we live close to the center. I feel accepted as a person here and can live out freely.
R_1hRW19vfexMAjwV,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"Good infrastructure, center, close to work, friends live close by"
R_1gBC7WKh2gwqvqC,DE,Germany,20,Female/Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,"I tend to live in the country, so it&#39;s pretty quiet and you can get to nature quickly. Nevertheless, I have close friends who live in the immediate vicinity and further away."
R_1j95TEQ2tnM8XsF,DE,Germany,20,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,6,My whole family and most of my friends also live near where I live. That&#39;s why I feel very comfortable there. I know that someone is always there for me.
R_3Kq0nvxolbPPMvX,DE,Germany,24,Cisgender Woman,Heterosexual,No Response (Left Blank),No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,I can walk into town and to the train station from my apartment. It also doesn&#39;t take long to get to the lake. The police are right around the corner.
R_2DNcSPCBCQKzbUP,DE,Germany,22,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,4,Raised up in the country as a result of a quiet happy childhood.
R_3NHSiVoDFtgagnO,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"My place of residence is very safe. I live in this house with a lot of people who are like me and I needn&#39;t fear. I have a lot of nature around me and can therefore go out often and a lot to recharge my batteries. However, I live alone, which is why I am lonely sometimes. But most of the time that is terribly good for me and I like to structure my daily routine and my apartment myself. Living alone has made me very self-confident and independent."
R_so0TmxJPoen73yN,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"I am privileged when it comes to where I live, both because of the location and the internal structure. I can meet a multitude of friends in a very short time and everything I need can be easily reached by bike, on foot or by public transport. The fact that many places can be reached on foot is particularly good for my health and encourages me to move around a lot. I have the freedom to move where I want and whenever I want. Nothing stands in the way of a visit from friends. All of this has a positive effect on me."
R_2UXF7Inpq6KLaqz,DE,Germany,21,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,Cologne is a wonderful city that is very open. I love this city and think it contributes a lot to my happiness.
R_1K447bkCoxdsgKR,DE,Germany,20,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,My place of residence is my anchor. I feel safe and secure and it&#39;s wonderful
R_1GOKWkUNg7Jff7E,DE,Germany,20,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,6,"My place of residence is very central, I could and can always reach everything and meet friends."
R_6r1braP9TxD2VRT,DE,Germany,20,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"I live alone in an apartment downtown, my partner lives nearby. I am often in the country with my parents. If I only had my place of residence in the city, I would probably not feel so comfortable because everything is very anonymous and it is difficult to get to know other people. I don&#39;t have a garden or balcony in town, which is something I really appreciate and enjoy with my parents. I feel better mentally because of the free space in the country, staying in the city would be restrictive for me."
R_2PckrcdkMkQUzTf,DE,Germany,20,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,Very safe in my home! Lots of nature = health ... like to be outside.
R_3hxXncabbYMtTN8,DE,Germany,22,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,6,Place of residence: Bernau a. Chiemsee It&#39;s simply beautiful here through the Chiemsee and the mountains.
R_1XJDGdEsi7aKlSV,DE,Germany,19,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"Quiet, safe, lots of nature, so lots of opportunities to move around, little industry, little traffic. Most of the family in the area,"
R_3dN6iJGFBL5eftJ,DE,Luxemburg,24,Cisgender Woman,Heterosexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,3,"My place of residence gives me confidence, warmth, tranquility and serves as a place of refuge where I always feel good. There is no other place where I could feel so serene as I do here. The most important people are near me, nature enables me to recharge my batteries and breathe deeply when I am stressed."
R_4G6PNIn55qMGpMZ,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,6,"Residence makes me very happy, I feel very comfortable and safe. Found a lot of friends and my boyfriend here"
R_1mzbc89u9ESzGwu,DE,Germany,25,Cisgender Woman,Heterosexual,No Response (Left Blank),No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,4,I feel safe in my place of residence and can move relatively freely without having to worry. There are plenty of doctors / hospitals nearby. There are enough opportunities to move in the fresh air and to take advantage of shopping opportunities.
R_ZmiywjObddFV5qF,DE,Germany,21,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"My relationships are positively influenced by my place of residence because our place is a bit smaller and you can spontaneously meet friends / acquaintances differently than in big cities. I also see my security higher with us, especially in relation to break-ins, theft and violence because this is only minimal with us and if you do then you know the &quot;bad roads&quot; and avoid them. My personal development and diversity is limited by my place of residence because here you definitely stand out if you are something â € œdifferentâ € doesnâ € ™ t matter whether you are figure, character, etc. Because I have complexities with my figure despite having a normal build I feel the pressure here in Coburg is significantly greater than in larger cities. One is viewed more critically here and more is expected of one in terms of appearance."
R_2v2GJ0BQkdlp7ix,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"I am currently commuting back and forth between my home, my place of study and the place of residence of my partner (we are not married + he does not live in Germany). Due to the Covid-19 situation, I moved the 400km back to my home, as I have several foster care cases and high-risk patients in the family who my brother and I support. This also means that the visit from my life partner is no longer necessary. The distance puts a strain on the relationship, but I will move away from emden and after our studies are over we will see. I feel safe in all three places. I don&#39;t regret the decision to change my place of residence due to my studies. Emden is a very pleasant city. It&#39;s big enough but not a big city. Everything is on site and everything can be reached on foot or by bike. The only thing that is a shame is the poor networking of the buses. However, there is a train station in town with a pretty good connection."
R_3R24Z4ot3nrwQyj,DE,Germany,24,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,6,I feel safe and well connected where I live. Everything I need for my daily needs is within easy reach.
R_3HjLSEEhSpQfetn,DE,Germany,29,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,5,"After 2 years in Cologne I moved back to my hometown. Since I had to quickly find out that the city ideal is not mine. When I was in my early twenties, I found the small town climate cramped and annoying. Today it gives me security and I don&#39;t want to do without certain familiarities in the area."
R_26hX03Eby5vm6LS,DE,Germany,24,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,"Place of residence: not a safe area, now and then fear of burglary"
R_w77yPuSrxaByfD3,DE,Germany,19,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,7,I&#39;m studying in Leipzig. Made some good friends here.
R_VQ2okWaDRlHVViF,DE,Germany,25,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"Retreat, health benefits from better sleep, live in a very beautiful apartment that makes you happy"
R_DPkzONRpdFP1Xjz,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"I feel safer and more comfortable when I live close to family and friends (&lt;30 minutes by car). When I lived further away during my semester abroad, it had a huge impact on my mental state, I was often unhappy."
R_yVh0NicZRHjr5M5,DE,Germany,23,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"I really live in the country and I think the community of people my age is really good! You are totally networked and know almost everyone here. Which is of course great for friendships and security on the one hand, but on the other hand it is also a bit difficult to find new relationships. Besides, our family doctor isn&#39;t that competent here in the village, but there are very few alternatives."
R_1jHPH5AedjhdnUC,DE,Germany,29,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,My place of residence influences me positively. It suits me as a person. a quiet place surrounded by nature. Many forests and meadows invite you to relax
R_2WO0otcvjX2oxVW,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"I feel very well. There is a lot of green and nature, it&#39;s quiet. I have good neighbors and I feel accepted. I&#39;m not afraid to go outside alone at night either."
R_77A4gb8icuwHuRX,DE,Germany,23,No Response (Left Blank),Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,"Moved to Berlin because of a friend. That didn&#39;t work, but I stayed there because I don&#39;t really feel at home in my home town in Swabia anymore."
R_3LjYAXH0oqho5vS,DE,Germany,22,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"Since I have a long-distance relationship and often commute back and forth between my place of residence, my parents and my partner, I often have the feeling that I don&#39;t have a fixed center of life because these 3 places hardly overlap and are different groups of friends in all 3 places. I very much wish that I had a steady center of life. Otherwise the place of residence is perfectly fine and no worse or better than anywhere else. Unfortunately, it&#39;s sometimes very dirty in the dormitory, which is why I don&#39;t like cooking there, although I usually like to do it."
R_2wprNTMBTH61GdF,DE,Germany,20,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"Row of homes, terraced houses with their own garden, safe area, good access to ÖPNV, elementary school, playground, forest, restaurants and snack bars in the immediate vicinity, a few friends in the neighborhood - but little contact"
R_3HLXT8uZ9eRmWFs,DE,Germany,34,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,IT IS the German way Not to speak about Feelings. This has an Impact in social behavior.
R_2fCzKSu9nYUbv2S,DE,Germany,24,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"I like my place of residence because it is close to all places I can reach. (Work, university, train station). Other people (friends) can also reach it easily because it is centrally located."
R_RE13FJ5r4YI6T05,DE,Germany,62,Cisgender Man,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,7,"I moved 5 years ago with my wife. We live in a large apartment in the city center, have a balcony and terrace and are very aware that we are privileged. As long as we both stay healthy, we&#39;ll probably stay very happy too."
R_Qn2kqCbFAH92KWd,DE,Germany,24,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,"I find Hildesheim a less safe place than other places (I&#39;ve moved more often) because a lot of strange people walk around here, especially at night, the Ö-PNV is very bad for Hildesheim being officially a big city, but you have relatively good connections to other larger cities and, accordingly, all the supply options you need, the people are not as open as in the Rhineland, for example, but also not quite as closed as in northern Germany"
R_1lsfsW5yLOxWizo,DE,Germany,23,Cisgender Woman,Heterosexual,No Response (Left Blank),No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"I consider my place of residence to be quite privileged and I always feel safe there. I&#39;ve always wanted to live in a beautiful old town and that&#39;s why I feel very comfortable there. That will probably help me find my balance at home and recharge my batteries. It&#39;s a quiet environment, good for your mental health, yet not far from the hustle and bustle so you don&#39;t feel left out."
R_elgxnHqV6uDWkSJ,DE,Germany,25,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"I live close to the forest, I am close to supermarkets and doctors and everything is flat here, so great for cycling."
R_3KwNIU6DYlIvZwl,DE,Germany,23,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,"My place of residence is freedom for me (I lived very remote as a child). Close to the city center, access to all shops for daily needs, everything is within walking distance. I meet friends more often and go partying more often because it is no longer difficult (how do I get home?). However, I used to be sick less often in the country than I am now."
R_2vY21jHITRfRWva,DE,Germany,23,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,7,6,"The place of residence is a village, which means that there is a lot of space in the apartment / house and a high level of cohesion among the neighbors. In addition, security is very high and the green surroundings with lots of nature lead to better physical and mental health than living in the city."
R_2ctHkomWPrsiwtp,DE,Germany,19,Cisgender Woman,Heterosexual,Deutsch,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,5,"My place of residence is still relatively new to me (moved in 6 months ago). There was something liberating, if at times frightening, about moving out of my parents&#39; house. All in all, it wasn&#39;t difficult for me to leave my hometown. In Leipzig I feel very well and at home now. I live in a shared apartment with 3 flatmates, it took me a while to get used to, but now I get on very well with them and I&#39;m happy to see them again."
