id,language,country_code,age,gender_code,sex_orient_code,race_code,minority_code,qual_life,resources,qual
R_1jq6J5gzR7WlWCC,EN,United States,28,Cisgender Man,Gay,White/European,Larger Bodied,5,6,"The State of West Virginia does not protect LGBTQ+ citizens from discrimination in housing, employment, etc. I'm fortunate to have a support system, and I believe I live and work in open-minded settings, or I at least surround myself with open-minded individuals. However, I know not all queer people in the Mountain State have the same privilege, including my boyfriend... My partner of 10+ years is closeted to his conservative family. Although I believe they know (because how could they not know?), they seem to go out of their way to make comments against the LGBTQ community. This undoubtedly causes tension in our relationship. One Example: The secrets cause us to spend the holidays separated. We don't have the luxury straight couples have in their communities."
R_1NjZHg4OTvpWHYB,EN,United States,21,Cisgender Woman,Heterosexual,Black/African,Immigrant,6,5,"My geographic location helps me in a way in which I am better able to connect with friends, family and loved ones."
R_27VWkxZtXzLlgrE,EN,United States,21,Cisgender Woman,Bisexual,White/European,Immigrant,5,6,"Geographically, If I ever had to leave I know people that I could travel to be with for safety reasons. Geographically I live in more a rural area which may help with my health and respiratory, but it has given me allergies to hay fever. Having a pretty open highschool towards LGBTQ+ students gave me a more open and positive view about it which made me question my own sexuality."
R_3MsT9EudpOal1HY,EN,United States,21,Cisgender Woman,Heterosexual,White/European,Mentally Unwell,7,6,My location is very diverse and includes a variety of people with different backgrounds.
R_1o5AIk4SkD2JSke,EN,United States,19,Cisgender Woman,Heterosexual,White/European,Mentally Unwell,4,7,"I find that the cold really affects my mood. It seems to stay cold for so long here. Relationships worsen due to not wanting to leave the house, specially my bed."
R_3MRSqy4Jsm79HjK,EN,United States,20,Male/Man,Heterosexual,Latina/o/x,Immigrant,7,7,Thereâ€™s only two genders
R_295MqtvzGEN7cPI,EN,United States,20,Cisgender Man,Heterosexual,White/European,Physically Disabled,5,4,It provides a convenient place to get some food and drinks. It helps give walking access and that really helps when you donâ€™t drive. It is a great place to go with friends for a quick snack.
R_22Gn70qndiLM5y3,EN,United States,21,Cisgender Woman,Heterosexual,White/European,Larger Bodied,7,7,I live normally in southern Maryland and it is safe for me as is the location Iâ€™m at
R_32MeuTOQD2ALNtN,EN,United States,22,Cisgender Woman,Heterosexual,Multi-Racial,Mentally Unwell,5,4,Being a biracial woman that lives in the country has always been an issue. Growing up it made me hate who I was and it has been a long journey to try to learn to love who I Am.
R_2VPIdvfxqyzcurt,EN,United States,20,Cisgender Woman,Bisexual,White/European,Emotionally Disabled,7,7,I think my location is pretty rural so some things are not discussed as much as they are in a more urban area (ex: in say NYC people have no issue being exactly who they are whereas here i feel that some people may hide a part of themselves since itâ€™s not seen as much). Luckily my mother raised us to be open/honest about anything and speak to her when we have problems. She has probably saved my life for that.
R_2QibacPESmdwsog,EN,United States,19,Cisgender Woman,Bisexual,Black/African,NA,6,6,I feel as if being an African-American woman who is also bisexual in Buffalo especially in college can weigh heavy on your mental health itâ€™s like being a minority in every way possible is sometimes gets really hard and it can affect every aspect in your life
R_1OxXM2Caod7DAnC,EN,United States,20,Cisgender Woman,Heterosexual,White/European,Larger Bodied,6,7,"Where i live Iâ€™m close to work, friends, and closer to school then when i stay with my boyfriend."
R_1r0spiWgqoeu77m,EN,United States,27,Cisgender Man,Gay,White/European,Self-ID with No Write In,4,6,I feel like the lgbt community truly has to hunt out the best matched health professionals in Las Cruces. There are few options especially for mental health.
R_1Ea1eIcHdByLNkW,EN,United States,69,Cisgender Man,Gay,White/European,Self-ID with No Write In,7,7,I throughly enjoy where I live. I have a lovely family and close friends and acquaintances who I can count on.
R_3M40QhDag4OHaKH,EN,United States,40,Nonbinary,Heterosexual,White/European,NA,6,2,"I really donâ€™t care the area I live in but hopefully I get the house when my parents sell it to me, I will sell it and move with my son."
R_1mWTuYqbXYtPkWF,EN,Germany,22,Cisgender Woman,Heterosexual,White/European,Immigrant,5,5,The long winter makes it hard to be in a good mood.
R_2CTJMoQNMKcAs8w,EN,United States,23,Cisgender Woman,Heterosexual,White/European,Short,6,7,"Although I am a hereto white female, I struggle with anxiety and depression. In the geographical location that I live, there is still a stigma about mental health and getting treated for it. It isnâ€™t talked about or it is almost shamed for trying to talk to a doctor about it in my family because itâ€™s easier to just â€œsuck it upâ€ and not take medicine for it, even though addiction and depression are a very big part of my familyâ€™s history."
R_1HkreZ2q7Vk1RMx,EN,United States,27,Cisgender Woman,Panromantic/Pansexual,White/European,Short,5,5,I'm geographically isolated from family so I often feel sad and anxious about that distance and my lack of ability to help/contribute to my family.
R_2ZEnAZB0Fjo0wHi,EN,United States,28,Nonbinary,Panromantic/Pansexual,White/European,Mentally Unwell,7,6,"Live in rural area, so it can be hard to find a good health or service provider. I am lucky that I have a working car and an SO who also has a car, because I generally can get to where I need to go."
R_6VbSk8KJNuxaRk5,EN,United States,32,Transgender Man,Queer,White/European,NA,4,5,My family is well known in the area and my transition was used by Mayoral candidate Dolores Connor to raise funds for her campaign as I was an example of a scandal and deteriorating standards. That makes my own home feel unwelcoming. I want to leave.
R_ZdZkSFWNAjyvgwF,EN,Germany,19,Cisgender Man,Heterosexual,White/European,Larger Bodied,6,7,I feel like living in Carbondale gave me many different views on life because I saw so many different lifestyles. It for sure made me appreciate what I have.
R_OHWlsZkIkhNojVD,EN,Germany,22,Nonbinary,Lesbian,White/European,Stressed/PTSD/Anxiety/Depression/Self-Critical,6,5,"Salt Lake City is much more lgbtq friendly than anywhere else in Utah, but lots of religious bills and attitudes affect LGBTQ people directly, from teachers not being able to say anything â€œpositive about homosexualityâ€ to bills being proposed to limit trans kids medical options. Schools and seminaries tend to be very cis and heterosexual. But I feel like we have a strong lgbtq community."
R_1d6ow3m6QTdFFx2,EN,Germany,22,Cisgender Woman,Heterosexual,White/European,Larger Bodied,7,6,"My geographic location makes me feel safe, I am located in an area where I am safe."
R_2QEuuAJ7j8eESji,EN,Germany,21,Cisgender Woman,Heterosexual,Multi-Racial,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,5,I recently had to move back on campus for my last semester of school due to a mix-up and inadequate paperwork caused me to have my apartment at risk. The stress of this was unbearable and I almost didn't know how my last semester was going to go. I have a roof over my head but no student should have to go through what I've been through. It did affect my health to a great deal because I was overwelmed.
R_UsBbQ2napoTAoz7,EN,Germany,18,Cisgender Woman,Lesbian,White/European,Emotionally Disabled,4,6,I feel like my location has impacted the way i view my state. i live in a very small town so therefore i have grown up wishing to leave it.
R_SIAdpiqOfRkSypH,EN,Germany,18,Cisgender Woman,Bisexual,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,I feel like the older generation in my community is judgemental.
R_1N98jgBIJaK3CcJ,EN,Germany,19,Cisgender Woman,Bisexual,White/European,Low Resourced,2,3,I beleive living in low income areas could affect how I view myself.
R_1OZE5OPLNbPRtOu,EN,Germany,20,Cisgender Woman,Bisexual,White/European,Mentally Unwell,4,5,I think living in the Ohio Valley depresses me because there is nothing to do. I think it puts a strain on my relationships because what can anyone do besides go bowling or driving around town and doing nothing. Itâ€™s just very boring and the people arenâ€™t the nicest either.
R_3MtU5RUeVNWDHyS,EN,United States,18,Female/Woman,Bisexual,Black/African,Homeless,5,6,My location shows how hard Iâ€™ve lived and the fact that I have come from nothing. Through all the hardships and put downs from my own family Iâ€™m still here and surviving on my own
R_3ewudLIqssjSP6c,EN,United States,20,Cisgender Woman,Bisexual,Latina/o/x,NA,5,5,My family is in nyc but I now live in buffalo. I want to go back but I canâ€™t until I finish college. I donâ€™t want to tell my parents Bc thatâ€™s like admitting defeat. I guess Iâ€™m lying and itâ€™s snowballing. The distance is killing me.
R_3lxb9ayVfxMIUq5,EN,United States,19,Cisgender Woman,Lesbian,White/European,NA,5,4,'-Seasonal depression is very prevalent here in Buffalo.  The lack of sunlight and the long winter season really takes a toll on ones mental health.
R_3oN3OwC0ujm1OmH,EN,United States,18,Cisgender Woman,Heterosexual,Latina/o/x,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,4,"My location is a place where there is constantly people selling illegal drugs to one another and there is always chaos in my area. However, this just makes me become more aware of my surroundings and try to care for my safely of me and my family more often."
R_2P07wlltwKVyuhr,EN,United States,18,Cisgender Man,Heterosexual,Black/African,Unemployed,5,7,I am originally from New York City but being here in Buffalo is a lot different. The weather for example is one of the main things that I had to adapt to quickly. Being that it snows a lot too I donâ€™t go out much so I kind of just have the same friends. I donâ€™t interact with people that much.
R_2ymFIQwiFxENkXd,EN,United States,18,Cisgender Man,Bisexual,Multi-Racial,Low Resourced,5,5,My location impacts me because I like to feel safe and secure where I'm at sometimes and I do my best to try and cope with stress and make use of my location
R_Dv1vyqcyOXw7SrD,EN,United States,20,Male/Man,Bisexual,Black/African,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,5,My location impacts how long i stay out and how much time i spend indoors alone. it also impacts the places i go for when i want to get food or have fun
R_2rH0wOOmpZV8eru,EN,United States,24,Cisgender Man,Bisexual,White/European,NA,5,4,"My situation is definitely geographically-related, though it's complicated since I moved across the country about 2 years ago. I was originally living in a very conservative state in a community that shared my religious views, but was not supportive of queer identities. That was really challenging for me because there was no social support for me in my queer development, and that didn't change until I moved to where I am now. In my current location, I'm experiencing the opposite -- my queer identity is (usually) affirmed, but as I've grappled with how my religious identity intersects with that, I've found little support. People don't understand the tension as well as I would like them to, and I've had to wrestle with the tension pretty much alone. Now I'm in a place where I'm rejecting in my religious identity -- an experience with nuances that others don't seem to understand either. 

Because I spend most of my time in a big city, I feel safe because I'm just one of millions, but that also feels really isolating and erasing. I've struggled a lot more to understand who I am and who I want to be in such a context, because the tight-knit community I grew up in formed my identity even though it ultimately pushed me away."
R_1igpmJiFZhJ7ZoT,EN,United States,22,Cisgender Man,Heterosexual,White/European,Low Resourced,5,6,"I live in Kenmore, a very nice and safe community where I can enjoy life without much worry about crime or my own safety. There are no negative impacts to where I live."
R_vMN29g6fwviCB1f,EN,United States,20,Cisgender Man,Bisexual,White/European,NA,6,3,"I've lived in Buffalo all my life and I went to Buffalo State and got a job near where I live, everything is within walking distance and things are okay but I wouldn't say I regret staying in one place but I also would love it if my degree takes me around the world."
R_2BzdklJ6H18rlz4,EN,United States,28,Cisgender Woman,Bisexual,Latina/o/x,Immigrant,5,5,I feel safe as a gem presenting bisexual woman immigrant because most my interactions are with safe people at work (other mental health professionals). But this might be different outside of this particular bubble Iâ€™m in
R_1ooQnIZUU045oq4,EN,United States,18,Cisgender Woman,Heterosexual,Black/African,Self-ID with No Write In,6,7,"The location I live at can sometimes impact my safety due to the neighborhood being dangerous sometimes , I have to be more aware of my surroundings."
R_2312hBBQj8VbZnV,EN,United States,18,Cisgender Woman,Bisexual,Black/African,Unemployed,4,6,"Buffalo state gives me a sense of home because of the fact that alot of people that go here are from the same area as me and the same city as me. I feel like i fit it but only sometimes, due to the fact that spring semester is my first semester and my very first time being in college ever (not a transfer student). The fact that the campus is open kind of worries me sometimes because of the easy access everyone has to be able to just walk onto campus and into buildings. But I understand that its an open campus because thereâ€™s resources here that can be used not only to students but to outsiders of campus too."
R_ut9nG4u9G5uGv4d,EN,United States,18,Cisgender Woman,Heterosexual,Black/African,Self-ID with No Write In,6,7,"I am in a new environment because I am a freshman in college. I moved around a lot as a child so going to college was not something that was considered new to me. I adjusted easily and I am making my experience the best that I possibly can. Where I am located for school, the crime rate is a lot higher than my hometown so it has definitely shifted the way that I think and the way that I handle myself. It doesn't scare me necessarily but I think it's really preparing me for life on my own after college and really taking care of myself."
R_1Kx7FFLKFT9ZS0O,EN,United States,19,Cisgender Woman,Panromantic/Pansexual,Multi-Racial,Disordered Eating Patterns,6,6,"My location keeps my somewhat distant from my peers due to far proximity from them, butI can still contact them and meet up sometimes. It is very safe."
R_23UdW4L31dyXJEJ,EN,United States,20,Cisgender Man,Asexual,Black/African,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,"My location impacts me is all good (safety, health, relationship)"
R_2AFpg9zqtSJeNzK,EN,United States,18,Cisgender Woman,Lesbian,White/European,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,4,6,It was hard to be gay where I grew up because it was some what fetishized by the male population and most of the girls were straight.
R_2tFpMq12KhV0eXZ,EN,United States,22,Cisgender Man,Heterosexual,Multi-Racial,Mentally Unwell,6,6,"The general area in which reside is relatively poor. The area is sometimes unsafe, and keeps me a little vigilant."
R_YPK62Jj8aMKUJFL,EN,United States,19,Cisgender Man,Heterosexual,Black/African,Larger Bodied,4,5,i think its good because it really makes you sit back and reflect on life.
R_10CLTgRh26NzSQM,EN,United States,18,Cisgender Man,Heterosexual,Asian,NA,4,6,"The weather is Buffalo, NY is always shifting and never in a good way. It prevents me from going outside and hanging out with my friends. As an Asian-American, I have to deal with the amount of authority that is used on me by my parents. They still tell me what to do while I am still eighteen however I am aware that some authority is good, too much never helps. It is always a pain to ever go out and come into the house without being suspected and interrogated as if I committed a crime because they think Buffalo and it's teenagers will destroy with it's drug problems and crime. This place has frustrated me way too much and I cannot wait to move out."
R_1i5u6QPavqfrwWM,EN,United States,18,Cisgender Woman,Heterosexual,White/European,Unemployed,6,7,My location is where all of my family is so it makes me feel safe and at home. It is open and airy with lots of fields and trees. There are neighborhoods all over and itâ€™s a very tight community which is wonderful to have and makes a person feel connected and loved.
R_2PBxGn6s6QqBd3v,EN,United States,18,Cisgender Woman,Bisexual,Latina/o/x,Self-ID with No Write In,5,6,"Being in Carbondale is really boring. I feel as if I am trapped most of the time because of the fact that there is usually nothing to do. However, when my friends allow me to use their cars I drive to Giant City State Park and hike for a couple of hours. To add to the feeling of being trapped it affects my interpersonal relationships because it induces depressive episodes. 




thank you for coming to my TED Talk."
R_3NOipJvbCJK16GP,EN,United States,18,Cisgender Woman,Heterosexual,White/European,Addiction/In Recovery,6,5,"I feel like I'm trapped here and sometimes I believe I'll never be able to move away from the area. When looking for relationships, the area makes it hard because either no one had heard of North Tonawanda or they live incredibly far away. It's always a struggle."
R_2Vkjc7rSKrQr6bH,EN,United States,26,Cisgender Woman,Heterosexual,Asian,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,6,I feel almost safe at my location. however I don't spend much of my time walking outside. People are friendly and approachable.
R_3EsdAWgeDUu3GzC,EN,United States,20,Self-ID with No Write In,Lesbian,Black/African,Self-ID with No Write In,6,7,My location affects some relationships that I have with friends and family.
R_sw1mw9tE9q7yd7H,EN,United States,19,Cisgender Woman,Heterosexual,White/European,Larger Bodied,5,6,"My area is not the safest.  There has been break ins and my town is a known drug town, even though I've never done any type of drug, I feel like I can trust people because they might come to my home and see my valuables and steal them later for drugs which can make it difficult to get close with friends."
R_40ZcVdH2mNEuqtj,EN,United States,19,Cisgender Woman,Heterosexual,White/European,Unemployed,7,7,"I think my location helps to provide me with multiple resources and an abundance of safety.
"
R_11dYCjllAgAA1X3,EN,United States,21,Cisgender Woman,Heterosexual,White/European,Unemployed,6,7,"My relationship with my family and partner are the main reason my life satisfaction is as high as it is. They help me emotionally, physically, and financially. I like having them to depend on but I feel like my life conditions would be much worse without them because I am not a strong individual on my own."
R_1OV1iqxZz35Sghz,EN,United States,18,Female/Woman,Bisexual,Black/African,Unemployed,3,1,Being in buffalo makes me very depressed and angry. I donâ€™t feel like myself
R_3Ok3FaPWH3s1lUm,EN,United States,18,Female/Woman,Heterosexual,Black/African,Unemployed,5,4,My location keeps me from doing things I would like to do.
R_2CfVDT34jzoTLct,EN,United States,19,Female/Woman,Bisexual,White/European,NA,3,3,"Where I live in New York City is fastly becoming gentrified by the second. Furthermore, I believe I am the way I am because, of how strong my mother is. She shows us tough love to make us stronger. Although sometimes I wish I could speak to my mother more. Whenever we argue she always calls me a moron or says really demeaning things to me. When I'm sad she calls me a cry baby and makes fun of me. Her mother didn't really show her compassionate love when she was little. Which I believe led her into settling for my father, she got pregnant and he's cheated on her, even has a baby with another woman. She stayed with him for the kids. He's the worst partner, she is forced to do everything, other than working. My father has never touched the stove in his life. My father has never been to one of my report card nights in school growing up. I often feel like he's very unhappy too, he came to America with nothing and is forced to stay here because of legal issues. He didn't see his father before he passed away and his mother is fading away currently. He's stuck here and my mother is stuck too. I know they love me deep down, but childhood trauma has affected their relationships with me.I love them to the moon and back and wish I can be the first to graduate college in my family."
R_2BhC0ysaJ25e40O,EN,United States,18,Cisgender Woman,Heterosexual,Black/African,Self-ID with No Write In,5,6,"Living in buffalo, there alot of people and if you ever need someone they are there for you"
R_1gUYFOpPTk1x8cN,EN,United States,18,Cisgender Man,Heterosexual,Multi-Racial,Unemployed,7,7,"Being in a city, it helps me open new friendships."
R_1Ov6cLxTJDNRE1S,EN,United States,32,Genderqueer,Queer,Multi-Racial,NA,4,4,"I live in a â€œbadâ€ neighborhood, or a poor one at least, and there are a lot of things about living here alone that make me feel anxious and unsafe. The health care accessible to me in this part of the country is minimal and mental health is not taken seriously or is approached from the perspective to of conservative and religious perspectives which immediately trouble my identities and see them as problematic"
R_vTglL4uz5XLMiGJ,EN,United States,20,Nonbinary,Heterosexual,Black/African,Low Resourced,4,2,This was a great opportunity to self reflect on things I need to work on
R_1lhjKubjDxw30UD,EN,United States,20,Cisgender Woman,Heterosexual,White/European,Mentally Unwell,6,5,well there is nothing to do around here so when you feel sad and depressed there is not a place you can go that makes you happy or relieves stress.
R_2eXWz0Eqbx7j9Eg,EN,United States,20,Cisgender Woman,Bisexual,White/European,Addiction/In Recovery,5,4,"Everyone is married by 25, everyone is racist and misogynistic, and everyone is in poverty and on drugs."
R_3dLH5NAYLrZJbkR,EN,United States,20,Cisgender Woman,Lesbian,Black/African,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,7,My location does not have a major impact on my safety and relationships.
R_2bItcPVYQe2QfgB,EN,United States,18,Cisgender Woman,Heterosexual,Black/African,Unemployed,5,7,"I feel like my location open up my safety, health and relationships in a positive way. Carbondale is very peaceful and calm most of the time and the people here or at least on campus are nice people"
R_D6GS6MHTb6rzGrD,EN,United States,36,Cisgender Woman,Heterosexual,White/European,Larger Bodied,6,6,"My geographical location effects mine and my children's health, as we do live in the Ohio Valley area with lots of pollution."
R_xbVNCc2LZch0kIF,EN,United States,40,Cisgender Man,Heterosexual,Multi-Racial,NA,4,3,It doesn't really impact me. I wish my kids were growing up in a better place.
R_1litdIYjnCnYHSx,EN,United States,22,Cisgender Woman,Heterosexual,White/European,NA,5,6,My location keeps me close to anything I need. Im close enough to the city and all suburban areas.
R_1juOmirDq6eSFh1,EN,United States,20,Cisgender Woman,Asexual,White/European,Mentally Unwell,5,7,"Chester WV and Hancock County in general has just been really bad for my mental health. From the little help of Oak Glen Middle and High School which I switched to an online school, to the environment of the area itself. Since I moved to Pittsburgh recently for college I have been doing so much better."
R_3ncQqtlMW3aZDuE,EN,United States,20,Cisgender Woman,Panromantic/Pansexual,White/European,NA,4,3,I hope this helped you!
R_2ahR8bPTZSiyZdh,EN,United States,20,Cisgender Man,Heterosexual,Multi-Racial,Larger Bodied,7,7,"Iâ€™m a college student. Stress is part of the life, but others have gone through it. If I donâ€™t work toward my goal, it wonâ€™t come. Nothing and no one can take away my drive to be successful"
R_SCfayCb6VgJUpvX,EN,United States,18,Cisgender Woman,Asexual,Multi-Racial,NA,6,5,"I live in a bad area, its an area full of aggravation and hate, once i left to come to college my symptoms arent as bad as they were when i was down home. It can cause you to feel like you cant do anything cause the nearest place to work that will hire more then 2 people is an hour away so its hard to leave and people are so 2 faced they say they help you but they dont. Its a place you need to escape from."
R_3eqejcFxl7CeUYV,EN,United States,19,Cisgender Woman,Bisexual,White/European,Mentally Unwell,3,6,West Virginia is generally not a good state and it kinda sucks to live here. the state could definitely use some improvement.
R_87YSmrO413f8FGh,EN,United States,19,Cisgender Man,Heterosexual,White/European,Larger Bodied,6,6,I live in a very small town. It doesnâ€™t really impact how I live though.
R_1laGWF2RpqoQfhm,EN,United States,19,Cisgender Woman,Heterosexual,White/European,Intellectually Disabled,4,5,"Iâ€™m not really sure what exactly this means. If its about my home life or just my general area where I live. My home life absolutely sucks. For example my mom is rude to me a lot of the time and as soon as I try to protect myself and my feelings she says that Iâ€™m getting an attitude with her and that I need to grow up. I have a slow processing center. This means someone can get something as soon as someone says it but it takes me a couple moments to think about it process it and come up with an answer or a reply. My mom knows this and likes to use it against me. Knowing this my boyfriend tried to stand up for me a couple days ago and to put things in a nice way all hell broke lose. My mom told me that I make her feel worthless. I replied that she makes me feel the same way. She wasnâ€™t having that. He reply was that she gave up something very dear to her that she loved to have me (she was a respiratory therapist). She makes me feel guilty for being born. When I was a senior in high school I was diagnosed with depression and anxiety (my anxiety is absolutely terrible sometimes I canâ€™t leave my house). My mom feels like I cheated the test and that I am a brat who just wants attention. Iâ€™ve never been able to get help and I feel the past few weeks have been a whole new worse for me. A couple weeks went by after I was diagnosed and suddenly my mom had super bad depression and anxiety. She blamed me for it. When I talk about moving in with my boyfriend my parents will not talk about it. They say Iâ€™m too young to talk about that (I am 19 and will be 20 in July). Iâ€™m 19 years old and my parents still control my every movement. ( I have to ask to go out I have to be in bed by 10 every night Iâ€™m not allowed to be alone with my boyfriend I am forced to go to church and they are upset that I donâ€™t want to become catholic) Me being afraid to make them upset Iâ€™ve always let them fo whatever, but now that Iâ€™m older I see it more. Iâ€™m just afraid to make them upset. Not sure if thatâ€™s what you meant but I needed to get that off my chest."
R_1I3H0EUSfEDYOF4,EN,United States,26,Cisgender Woman,Bisexual,Multi-Racial,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,5,6,"Being in an isolated location away from the lower 48 provides itâ€™s own challenges in regards to cost of living, access to health care, general amenities, access to food/supplies. Safety can sometimes be  challenging based on weather conditions and access to daylight. Access to mental health care is sparse."
R_bBCzWTY6qoJL1PX,EN,United States,19,Cisgender Woman,Queer,White/European,NA,4,3,"I am 3 hours away from ""home"" even though I dont really have a home there anymore. I dont really have any family. My upbringing was not ideal but It made me who I am today and I love the person I've become."
R_2dhiNBsQknRlVKF,EN,United States,18,Cisgender Woman,Lesbian,Multi-Racial,No Minority Identities/None/None of Above/Blank/Priveleged Identity Listed,6,7,"My location I feel positively effects my life, the people who surround me are usually accepting of who I am. The only people that really aren't accepting are usually old white people who show up at my work who are racist and don't want me to cash them out."
R_1rGjLfT0fbP1qd4,EN,United States,60,Cisgender Woman,Heterosexual,White/European,NA,4,6,None
R_xzq1M5dvC1JIrjr,EN,Nigeria,20,Cisgender Woman,Self-ID with No Write In,Black/African,NA,4,5,"With the rate of pre marital pregnancy in my location, I'm inspired to always maintain a healthy relationship and healthy sexual life."
R_2xQyN1KPPVYmFSG,EN,United States,37,Cisgender Woman,Lesbian,White/European,Low Resourced,5,2,Being in the LGBT community actually provides me with more support than I would find in the hereto community.
R_1LC3TCBdTn5xKS9,EN,United States,42,Cisgender Man,Gay,White/European,Larger Bodied,4,5,I used to be excited by living in the area that i do. But with lifes changes and qith more time i feel like it has limited me greatly.
R_3JDVRvrdlmAuxwH,EN,United States,18,Cisgender Woman,Bisexual,White/European,Unemployed,7,7,"I am extremely grateful for the location/environment I live in and have been raised in. Doctors have always been at my fingers and my parents have never hesitated to take me to the doctor if I wasn't feeling well. The area I live in is also extremely safe and I don't have to worry about people putting my safety at risk. Finally, I live about five minutes away from my fathers side of the family which has made me very close with that side of my family and can always go to their home in a case of emergency."
R_1gO84BpnGal29ry,EN,Nigeria,21,Cisgender Man,Self-ID with No Write In,Multi-Racial,NA,5,5,"My location is favourable and peaceful too 
Encourages peaceful coexistence. People here are sociable and cool to be with 
"
R_2aQy0obiO0qLNm8,EN,United States,22,Nonbinary,Lesbian,White/European,Mentally Unwell,6,5,"SLC is pretty alright, but thereâ€™s a lot of religious baggage for people and a lot of interference from the church in creating non discrimination laws. But the lgbtq community is quite strong and has good resources like the pride center. But that really doesnâ€™t help a lot outside of the capitol city."
R_2rSMiyFrlK6KYcV,EN,United States,52,Transgender Man,Bisexual,Latina/o/x,Emotionally Disabled,4,5,"In my community, since Iâ€™m so out for being trans,  Iâ€™m supported on a grand scale. But intimately, I donâ€™t feel like I have that support except from a few people. Itâ€™s a lonely feeling."
R_1f9o8VojYlPPY25,EN,United States,19,Cisgender Man,Heterosexual,White/European,Low Resourced,4,4,The ohio valley is a place to have kids thats it. We have nothing to do around here.
R_3q7i8mY1bu7xlkU,EN,United States,33,Male/Man,Heterosexual,White/European,Physically Disabled,7,7,Small town away from everything. This helps me relax
R_3GAEUm5gq7FTPC5,EN,United States,19,Male/Man,Heterosexual,White/European,Larger Bodied,5,6,I moved out of state for college and it was a god decision because i can experience life without running into to many fake people from my past
R_SN7e24362oY4WPf,EN,United States,34,Cisgender Man,Gay,White/European,Short,6,6,"I live in a community with multiple health providers for medical needs. However behavior health providers only operate during work hours, which limits my access."
R_wSR31r1aBwP2a7T,EN,United States,24,Cisgender Woman,Heterosexual,Latina/o/x,Short,4,3,"While taking this test, I reflected on how I am one of the fortunate ones from within my family and community. I have two B.A.'s and working on my Masters. When I answered the question about having access to support (professional and personal), I knew that I represented a small percentage from my identity/zip code that has this access/privilege. 

In addition, I live in a fixed-income apartment. Due to this, I can afford to focus on education because I split a $670 rent which is do-able on part-time wages. I am also fortunate that no one in my family has a disability or severe illness. My household is one hospital trip away from being in serious debt. We live paycheck to paycheck. 

I very recently accepted a decent salary paying job with great job security. I was fortunate that I was able to dedicate myself to my education and professional development to land me this opportunity. Some of the other students I went to high school with that pursued a bachelors were not as lucky. Mental illness, physical illnesses, family priorities or deaths, and lack of general support are why i'm one of a few from my HS graduating class that made it this far. By no means am I any smarter or qualified than they are, i'm just fortunate. 

Tip: look up stats regarding education in zip code 93306/93305. Very low-income, low graduation rates, and schools severely underfunded. No or little access to mental health or general health resources. East Bakersfield, and Southeast Bakersfield are the communities I grew up in/I am referring to in my comments."
R_2uVvkQCxxYq6Oil,EN,United States,23,Cisgender Woman,Asexual,Latina/o/x,Larger Bodied,5,1,Kern county is very conservative. I cannot speak my motherâ€™s native language without some white person getting offended. We went to awards assembly for my brother and I was quietly translating for my mother and a white guy sitting in front of us turns around angrily and tells me to stop speaking. When we go to grocery stores people hear us speak and they stare. It feels like itâ€™s almost a crime to be myself.
R_2t9dx2WEIEzVjEh,EN,United States,29,Cisgender Man,Gay,Latina/o/x,Low Resourced,6,5,"My current location is in an area that is very progressive compared to back home. While there are many ways that have encouraged me to be myself, Iâ€™m still a minority when it comes to social class."
R_12omMKKr4cqdJs3,EN,United States,22,Cisgender Man,Gay,Latina/o/x,Chronic Pain/Illness,5,3,"I lived in a rural area, and we had few health resources available to us without having to drive for about 45 minutes. Both my parents worked most of the time and we didnâ€™t have an extra car to move around in when someone was available."
R_2v7dSmKMJ5QAihC,EN,United States,28,Cisgender Woman,Heterosexual,Asian,Low Resourced,4,4,The air quality in my area is horrible. The majority of families in my area are low income and many of the students want to strive for the best but there are not many opportunities out there. Many of the students in my area have parents who are farm workers.
R_3lX1aFlWMHmOi2V,EN,United States,23,Cisgender Woman,Panromantic/Pansexual,Latina/o/x,Emotionally Disabled,5,4,"I'm not sure how my location impacts my life. I know the city I come from is more conservative so there are some ideals here that may be different than other places. I feel as though some of the people who live in my city and that are my age may not even be able to understand what half of the questions asked on this survey mean. I think I am a privileged to not have fallen into a lot of the negative things that impact my city such as drugs, gang activity, police violence ect. and that I am fairly educated on sexuality and gender.

I feel as though my upbringing, social relations, predispositional vulnerabilities, and my environment rather than location has made an impact on my struggles and fortunes. The thing I listed above may not effect me, but I know it has an impact on the well being of many people who do live in my same location

I will say though that the greatest impact my location may have, or more so my over all country would be access to health care, especially mental healthcare for me personally."
